metal,conc,Mean_r,SE_r,Mean_OD,SE_OD,Mean_changeOD,trial
CuNi,1,0.008426760500501727,0.0012271191153177697,0.00738888888888888,0.0022159634083532397,0.03666666666666666,two
CuNi,2,0.0074712354673304535,7.664870925931582e-4,0.006944444444444438,5.638273091717736e-4,0.025999999999999995,two
CuNi,3,0.008864496814364742,0.0022538764376994792,0.012722222222222237,0.003560760079769356,0.03966666666666666,two
CuNi,4,0.009580218492584908,0.0025728591509000033,0.020111111111111118,0.005972416017527564,0.039333333333333324,two
CuNi,5,0.010920999493624349,0.0011421465068587905,0.03983333333333334,0.0040448870331705284,0.04733333333333333,two
CuZn,1,0.01987900656678458,7.484217786460327e-4,0.02105555555555556,0.003641750359238315,0.029666666666666664,two
CuZn,2,0.019294506736766692,0.002672895593224487,0.018222222222222213,0.007031893831977085,0.03466666666666668,two
CuZn,3,0.012615915523372932,0.0020229242490444974,0.006388888888888888,0.01316291554629948,0.068,two
CuZn,4,0.016597126258529233,8.479630009703269e-4,0.04372222222222224,4.44444444444451e-4,0.05533333333333334,two
CuZn,5,0.018804454289996404,0.0027043986319265044,0.023888888888888876,0.008928902992080004,0.05766666666666667,two
Mn,1,0.27000928365383814,0.021061013533163486,1.3696666666666668,0.014500000000000068,1.383,two
Mn,2,0.19460676478622038,0.0010283331908222948,1.0195,0.008333333333333304,1.0274999999999999,two
Mn,3,0.13010547147696006,0.021336955866035907,0.9614166666666667,0.004416666666666624,0.9780000000000001,two
Mn,4,0.08654385075801407,0.012120102249602019,0.7713333333333334,0.003666666666666707,0.7869999999999999,two
Mn,5,0.051608993290042086,0.006047979062007158,0.49733333333333335,0.018333333333333368,0.506,two
MnNi,1,0.24282901185760744,0.005340041889721069,1.4543333333333333,0.01258563260818247,1.47,two
MnNi,2,0.14505574610357286,0.00163103742194474,0.8584999999999999,0.012416759880336211,0.8653333333333333,two
MnNi,3,0.06648736553168295,0.017822140689433965,0.6288333333333332,0.03897161835280947,0.6456666666666666,two
MnNi,4,0.04382035168430201,0.009954553394044632,0.17983333333333332,0.022132387864679037,0.18733333333333332,two
MnNi,5,0.022723242657877542,0.0066225497320052725,0.01861111111111111,0.006162410943938687,0.04599999999999999,two
MnZn,1,0.22237329008745196,0.00802497540401352,1.3440555555555556,0.030940853571824453,1.3553333333333335,two
MnZn,2,0.17947397756105468,0.014565065291149037,1.2331666666666667,0.00921552635099727,1.2429999999999999,two
MnZn,3,0.14732817767981743,0.007034264786082232,1.1463333333333334,0.02842729517754218,1.1573333333333333,two
MnZn,4,0.08853654183127445,0.0029967716879657287,0.9450555555555556,0.0336849968434863,0.9540000000000001,two
MnZn,5,0.0456509217353999,0.00395253736066009,0.550611111111111,0.03980651506946203,0.5683333333333334,two
Ni,1,0.32816468401308807,0.002936904022754483,1.47875,0.009916666666666574,1.4849999999999999,two
Ni,2,0.296481210032562,0.005027217264697014,1.37175,0.044916666666666605,1.3785,two
Ni,3,0.11860903803562195,0.018633792031597103,0.8985000000000001,0.027500000000000024,0.9065000000000001,two
Ni,4,0.09012839954913865,0.01036748890625993,0.52725,0.0070833333333333295,0.537,two
Ni,5,0.038302933014211504,0.0018849288463407274,0.03158333333333334,4.166666666666624e-4,0.057999999999999996,two
NiZn,1,0.08097941385232231,0.011371116798944843,0.5423333333333333,0.02906458325866724,0.5516666666666666,two
NiZn,2,0.042875541657790464,0.005622498813808863,0.1441111111111111,0.010306566287662204,0.15466666666666665,two
NiZn,3,0.022185740326345165,0.004955816428432937,0.033999999999999996,0.013421927884925773,0.043,two
NiZn,4,0.01756777530115272,6.810084951412005e-4,0.01838888888888889,1.4698618394803236e-4,0.04266666666666665,two
NiZn,5,0.013838632425174541,0.0012657265547849133,0.006722222222222231,0.0017751717009633935,0.05366666666666666,two
YPAD,0,0.3139524323725329,0.011279181723007878,1.5115333333333334,0.020236820127897764,1.5256,two
Zn,1,0.23905490285913708,0.0039126440726233724,1.316,0.018333333333333313,1.3315000000000001,two
Zn,2,0.20851351375250624,0.002430687121024455,1.2094166666666668,0.008750000000000034,1.218,two
Zn,3,0.1579580434701855,0.013264336998219923,0.9736666666666667,0.02316666666666672,0.9820000000000001,two
Zn,4,0.10381371082224254,0.0031645487619247343,0.6973333333333334,0.012333333333333306,0.7050000000000001,two
Zn,5,0.054608116373255904,0.0021302356656427435,0.29283333333333333,0.009833333333333303,0.2975,two
